0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0.002359071
31,0.00641383
32,0.010468589
33,0.014523348
34,0.017731842
35,0.020658652
36,0.02358551
37,0.02651232
38,0.03093406
39,0.035487923
40,0.040041737
41,0.044595599
42,0.049149462
43,0.061389224
44,0.073684021
45,0.085978819
46,0.097693053
47,0.109168933
48,0.12064486
49,0.142218851
50,0.161592269
51,0.175936183
52,0.190280146
53,0.205486015
54,0.238267608
55,0.271049249
56,0.294702764
57,0.316835604
58,0.339400612
59,0.365109121
60,0.39081763
61,0.41652614
62,0.442234649
63,0.467943206
64,0.494311843
65,0.526581703
66,0.558851563
67,0.591121374
68,0.623391234
69,0.638661902
70,0.647370976
71,0.656080098
72,0.664789269
73,0.67308818
74,0.680602417
75,0.688116606
76,0.696217818
77,0.713632808
78,0.731047702
79,0.738662877
80,0.744810276
81,0.750957723
82,0.763107185
83,0.779500216
84,0.795893392
85,0.807690884
86,0.808861676
87,0.810032468
88,0.81120326
89,0.815684697
90,0.808740482
91,0.800543967
92,0.799868198
93,0.801917363
94,0.80396648
95,0.800020236
96,0.788749973
97,0.777479758
98,0.766209543
99,0.75493928
100,0.743669065
101,0.732398802
102,0.718909557
103,0.705124202
104,0.691338846
105,0.677553491
106,0.663768135
107,0.649982828
108,0.64690262
109,0.64553583
110,0.64416904
111,0.629850773
112,0.606080825
113,0.582310877
114,0.55854088
115,0.534770932
116,0.511000984
117,0.487230988
118,0.46346104
119,0.43921137
120,0.414138993
121,0.389066664
122,0.363994239
123,0.338921862
124,0.313849485
125,0.288777108
126,0.263704731
127,0.238632354
128,0.213328228
129,0.184642148
130,0.15595602
131,0.127269893
132,0.101681314
133,0.086311797
134,0.07094228
135,0.055572764
136,0.040203247
137,0.036373145
138,0.034510652
139,0.032648158
140,0.030785665
141,0.028923172
142,0.027060678
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0.000200127
210,0.003510919
211,0.006821759
212,0.010132599
213,0.013443439
214,0.01675428
215,0.020065071
216,0.023375911
217,0.026686752
218,0.031684925
219,0.040563816
220,0.049442658
221,0.058355453
222,0.069011006
223,0.07966651
224,0.090322014
225,0.100977566
226,0.11163307
227,0.122288574
228,0.132944127
229,0.143599631
230,0.158900609
231,0.175296165
232,0.192888113
233,0.225676749
234,0.258465385
235,0.287458066
236,0.308971242
237,0.330484465
238,0.35199764
239,0.373510816
240,0.486293839
241,0.51156576
242,0.522324388
243,0.533083016
244,0.543841595
245,0.569918105
246,0.612267812
247,0.629283422
248,0.641578171
249,0.653873017
250,0.666167766
251,0.678462612
252,0.69075736
253,0.701173343
254,0.706637687
255,0.712102031
256,0.717566374
257,0.723030718
258,0.733128392
259,0.751861743
260,0.770595047
261,0.789328398
262,0.822408579
263,0.868856082
264,0.891975423
265,0.911783486
266,0.931591549
267,0.976260205
268,0.977430754
269,0.978601351
270,0.979771901
271,0.970186202
272,0.957209078
273,0.944232003
274,0.925163438
275,0.899398486
276,0.873633679
277,0.847868775
278,0.822864742
279,0.798278256
280,0.77369177
281,0.749105284
282,0.730674941
283,0.729184965
284,0.72769499
285,0.726204966
286,0.724714991
287,0.723225016
288,0.717155968
289,0.697075304
290,0.676994592
291,0.656913831
292,0.636833168
293,0.616752407
294,0.596353192
295,0.575860325
296,0.555367506
297,0.53487459
298,0.510879402
299,0.481509248
300,0.452139093
301,0.42266324
302,0.392337139
303,0.362011086
304,0.331684985
305,0.301358884
306,0.271032831
307,0.246734683
308,0.22586993
309,0.205005224
310,0.184140422
311,0.163275717
312,0.142410963
313,0.123462232
314,0.10570348
315,0.087944727
316,0.074734203
317,0.070635921
318,0.066537639
319,0.062439357
320,0.05710767
321,0.050549526
322,0.043991478
323,0.037433381
324,0.030875285
325,0.024466604
326,0.023100494
327,0.021734384
328,0.020368322
329,0.019002212
330,0.01763615
331,0.01627004
332,0.014903978
333,0.013537868
334,0.012171807
335,0.010837367
336,0.00965006
337,0.008462801
338,0.007275542
339,0.006088283
340,0.004901025
341,0.003713766
342,0.002526507
343,0.001339248
344,0.000151941
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
